,index,consider_len,end_time,buy_discount_rate,sell_discount_rate,buy_power_threshold,sell_power_threshold,buy_accel_threshold,sell_accel_threshold,buy_power_ratio_threshold,mean_earning_rate,total_trade_count,oscillation_count,oscillation_ratio
97,0,20,20200902092000,0.5,0.5,2,2,0.3,0.7,100,-0.32,308,239,0.78
98,0,20,20200902093000,0.5,0.5,2,2,0.3,0.7,100,-0.35,628,508,0.81
99,0,20,20200902101000,0.5,0.5,2,2,0.3,0.7,100,-0.36,1110,902,0.81
100,0,20,20200902091000,0.5,0.5,2,2,0.3,0.7,2000,-0.31,51,38,0.75
101,0,20,20200902092000,0.5,0.5,2,2,0.3,0.7,2000,-0.26,188,135,0.72
102,0,20,20200902093000,0.5,0.5,2,2,0.3,0.7,2000,-0.31,394,301,0.76
103,0,20,20200902101000,0.5,0.5,2,2,0.3,0.7,2000,-0.32,717,560,0.78
104,0,20,20200902091000,0.5,0.5,2,2,0.3,0.7,20000,-0.08,18,11,0.61
105,0,20,20200902092000,0.5,0.5,2,2,0.3,0.7,20000,-0.18,73,48,0.66
106,0,20,20200902093000,0.5,0.5,2,2,0.3,0.7,20000,-0.26,163,119,0.73
107,0,20,20200902101000,0.5,0.5,2,2,0.3,0.7,20000,-0.27,307,231,0.75
108,0,20,20200902091000,0.5,0.5,2,2,0.5,0.3,100,-0.25,70,54,0.77
109,0,20,20200902092000,0.5,0.5,2,2,0.5,0.3,100,-0.26,206,162,0.79
110,0,20,20200902093000,0.5,0.5,2,2,0.5,0.3,100,-0.28,322,265,0.82
111,0,20,20200902101000,0.5,0.5,2,2,0.5,0.3,100,-0.29,535,448,0.84
112,0,20,20200902091000,0.5,0.5,2,2,0.5,0.3,2000,-0.25,25,18,0.72
113,0,20,20200902092000,0.5,0.5,2,2,0.5,0.3,2000,-0.24,89,68,0.76
114,0,20,20200902093000,0.5,0.5,2,2,0.5,0.3,2000,-0.28,132,107,0.81
